segment,duration_s,ch,id_hex,meaning,count,unique,first,last,score,top_values
ignition_on_engine_off_P_to_R_4x_brake_pressed_done,100.314,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,1662,3,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,25,11 00 04 00 00 00 00 20 x1639 | 11 03 07 00 00 00 00 2F x22 | 00 00 0C 00 00 00 00 60 x1
ignition_on_engine_off_P_to_R_4x_brake_pressed_done,100.314,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,857,3,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,25,03 00 41 00 C0 00 00 01 x842 | 00 00 41 00 C0 00 00 01 x12 | 02 00 41 00 C0 00 00 01 x3
ignition_on_engine_off_P_to_R_4x_brake_pressed_done,100.314,0,0x134,M-CAN DATC seat heat/vent display candidate,93,3,03 00 00 02 00 00 10 00,03 00 00 02 00 00 10 00,25,03 00 00 02 00 00 10 00 x87 | 03 00 00 00 00 00 30 00 x4 | 00 00 00 02 00 00 30 00 x2
ignition_on_engine_off_P_to_R_4x_brake_pressed_done,100.314,1,0x043,DATC C-CAN display/status; also TMU_GW on M-CAN depending bus,88,3,00 00 00 02 03 00 00 30,00 00 00 02 03 00 00 30,25,00 00 00 02 03 00 00 30 x84 | 00 00 00 02 03 00 00 20 x3 | 00 00 00 0E 00 00 00 00 x1
ignition_on_engine_off_P_to_R_4x_brake_pressed_done,100.314,1,0x4E5,driver seat heat C-CAN candidate,860,8,80 4A 00 02 49 C4 00 00,80 00 00 0B 49 D0 00 00,25,80 00 00 0B 49 D0 00 00 x797 | 80 4A 00 02 49 C4 00 00 x52 | 80 00 00 03 49 D0 00 00 x6 | 80 6E 00 03 49 BC 00 00 x1
gear_sequence_P_R_N_D_N_R_P_brake_pressed_done,66.782,1,0x4E6,M-CAN generic multimedia text transport,515,5,80 80 00 00 80 80 7D 00,80 80 00 00 80 80 7C 00,28,80 80 00 00 80 80 7C 00 x316 | 80 80 00 00 80 80 7D 00 x128 | 80 80 00 00 80 80 7A 00 x35 | 80 80 00 00 80 80 7B 00 x35
gear_sequence_P_R_N_D_N_R_P_brake_pressed_done,66.782,1,0x50E,gear/reverse secondary candidate,270,2,20 00 00 20 00 00 00 00,20 00 00 20 00 00 00 00,26,20 00 00 20 00 00 00 00 x163 | 00 00 00 20 00 00 00 00 x107
gear_sequence_P_R_N_D_N_R_P_brake_pressed_done,66.782,1,0x4F4,"SPAS12 parking display/status on C-CAN; also Android Auto text on M-CAN, bus matters",1088,4,00 00 C0 00 00 00 00 01,00 00 C0 00 00 00 00 01,24,00 00 C0 00 00 00 00 01 x987 | 00 01 C0 00 00 00 00 01 x75 | 00 00 C0 00 00 00 00 00 x20 | 00 01 C0 00 00 00 30 01 x6
gear_sequence_P_R_N_D_N_R_P_brake_pressed_done,66.782,0,0x169,gear/reverse secondary candidate,305,5,20 01 00 FF 14 00 40 00,20 01 00 FF 14 00 40 00,23,20 01 00 FF 14 00 40 00 x188 | 26 01 00 FF 14 00 40 00 x42 | 27 01 00 FF 14 00 40 00 x40 | 25 01 00 FF 14 00 40 00 x28
gear_sequence_P_R_N_D_N_R_P_brake_pressed_done,66.782,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,1090,1,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,22,11 00 04 00 00 00 00 20 x1090
gear_sequence_P_R_N_D_N_R_P_brake_pressed_done,66.782,1,0x490,M-CAN USB media text transport / Music USB spam candidate,1084,1,01 00 10 20 00 00 00,01 00 10 20 00 00 00,22,01 00 10 20 00 00 00 x1084
gear_sequence_P_R_N_D_N_R_P_brake_pressed_done,66.782,1,0x436,PAS11 parking sensor distances; stayed zero in captured segments,1071,1,00 00 00 00,00 00 00 00,22,00 00 00 00 x1071
gear_sequence_P_R_N_D_N_R_P_brake_pressed_done,66.782,1,0x53E,gear/reverse secondary candidate,536,1,00 08 00 00 80 05,00 08 00 00 80 05,22,00 08 00 00 80 05 x536
gear_sequence_P_R_N_D_N_R_P_brake_pressed_done,66.782,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,536,1,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,22,03 00 41 00 C0 00 00 01 x536
gear_sequence_P_R_N_D_N_R_P_brake_pressed_done,66.782,1,0x4E5,driver seat heat C-CAN candidate,517,1,80 00 00 0B 49 D0 00 00,80 00 00 0B 49 D0 00 00,22,80 00 00 0B 49 D0 00 00 x517
steering_wheel_volume_plus5_minus5_done_engine_on_or_ignition_on,72.594,1,0x5CF,seat/climate secondary candidate,576,3,3F 08 00 00 00 7F 80 00,3F 06 00 00 00 7F 80 00,30,3F 06 00 00 00 7F 80 00 x416 | 3F 07 00 00 00 7F 80 00 x144 | 3F 08 00 00 00 7F 80 00 x16
steering_wheel_volume_plus5_minus5_done_engine_on_or_ignition_on,72.594,1,0x4E6,M-CAN generic multimedia text transport,562,3,80 80 00 00 80 80 7C 00,80 80 00 00 80 80 7A 00,30,80 80 00 00 80 80 7B 00 x456 | 80 80 00 00 80 80 7C 00 x62 | 80 80 00 00 80 80 7A 00 x44
steering_wheel_volume_plus5_minus5_done_engine_on_or_ignition_on,72.594,1,0x111,TCU gear/reverse candidate; reverse seen DATA[4]=0x64 in R segment,6159,4,00 40 61 FF 62 00 00 B4,00 40 61 FF 62 00 00 F0,26,00 40 61 FF 62 00 00 3C x1546 | 00 40 61 FF 62 00 00 78 x1544 | 00 40 61 FF 62 00 00 F0 x1542 | 00 40 61 FF 62 00 00 B4 x1527
steering_wheel_volume_plus5_minus5_done_engine_on_or_ignition_on,72.594,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,1241,1,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,22,11 00 04 00 00 00 00 20 x1241
steering_wheel_volume_plus5_minus5_done_engine_on_or_ignition_on,72.594,1,0x436,PAS11 parking sensor distances; stayed zero in captured segments,1171,1,00 00 00 00,00 00 00 00,22,00 00 00 00 x1171
steering_wheel_volume_plus5_minus5_done_engine_on_or_ignition_on,72.594,1,0x490,M-CAN USB media text transport / Music USB spam candidate,1165,1,01 00 10 20 00 00 00,01 00 10 20 00 00 00,22,01 00 10 20 00 00 00 x1165
steering_wheel_volume_plus5_minus5_done_engine_on_or_ignition_on,72.594,1,0x4F4,"SPAS12 parking display/status on C-CAN; also Android Auto text on M-CAN, bus matters",1144,1,00 00 C0 00 00 00 00 01,00 00 C0 00 00 00 00 01,22,00 00 C0 00 00 00 00 01 x1144
steering_wheel_volume_plus5_minus5_done_engine_on_or_ignition_on,72.594,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,578,1,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,22,03 00 41 00 C0 00 00 01 x578
steering_wheel_volume_plus5_minus5_done_engine_on_or_ignition_on,72.594,1,0x53E,gear/reverse secondary candidate,576,1,00 08 00 00 80 05,00 08 00 00 80 05,22,00 08 00 00 80 05 x576
steering_wheel_volume_plus5_minus5_done_engine_on_or_ignition_on,72.594,1,0x4E5,driver seat heat C-CAN candidate,567,1,80 00 00 0B 49 D0 00 00,80 00 00 0B 49 D0 00 00,22,80 00 00 0B 49 D0 00 00 x567
steering_wheel_volume_plus5_minus5_done_engine_on_or_ignition_on,72.594,0,0x169,gear/reverse secondary candidate,303,1,20 01 00 FF 14 00 40 00,20 01 00 FF 14 00 40 00,22,20 01 00 FF 14 00 40 00 x303
steering_wheel_next5_prev5_done,60.997,1,0x111,TCU gear/reverse candidate; reverse seen DATA[4]=0x64 in R segment,4882,4,00 40 61 FF 62 00 00 B4,00 40 61 FF 62 00 00 F0,26,00 40 61 FF 62 00 00 B4 x1242 | 00 40 61 FF 62 00 00 78 x1228 | 00 40 61 FF 62 00 00 3C x1207 | 00 40 61 FF 62 00 00 F0 x1205
steering_wheel_next5_prev5_done,60.997,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,1004,1,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,22,11 00 04 00 00 00 00 20 x1004
steering_wheel_next5_prev5_done,60.997,1,0x436,PAS11 parking sensor distances; stayed zero in captured segments,926,1,00 00 00 00,00 00 00 00,22,00 00 00 00 x926
steering_wheel_next5_prev5_done,60.997,1,0x490,M-CAN USB media text transport / Music USB spam candidate,915,1,01 00 10 20 00 00 00,01 00 10 20 00 00 00,22,01 00 10 20 00 00 00 x915
steering_wheel_next5_prev5_done,60.997,1,0x4F4,"SPAS12 parking display/status on C-CAN; also Android Auto text on M-CAN, bus matters",909,1,00 00 C0 00 00 00 00 01,00 00 C0 00 00 00 00 01,22,00 00 C0 00 00 00 00 01 x909
steering_wheel_next5_prev5_done,60.997,1,0x5CF,seat/climate secondary candidate,461,1,3F 06 00 00 00 7F 80 00,3F 06 00 00 00 7F 80 00,22,3F 06 00 00 00 7F 80 00 x461
steering_wheel_next5_prev5_done,60.997,1,0x53E,gear/reverse secondary candidate,457,1,00 08 00 00 80 05,00 08 00 00 80 05,22,00 08 00 00 80 05 x457
steering_wheel_next5_prev5_done,60.997,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,450,1,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,22,03 00 41 00 C0 00 00 01 x450
steering_wheel_next5_prev5_done,60.997,1,0x4E6,M-CAN generic multimedia text transport,442,1,80 80 00 00 80 80 7A 00,80 80 00 00 80 80 7A 00,22,80 80 00 00 80 80 7A 00 x442
steering_wheel_next5_prev5_done,60.997,1,0x4E5,driver seat heat C-CAN candidate,440,1,80 00 00 0B 49 D0 00 00,80 00 00 0B 49 D0 00 00,22,80 00 00 0B 49 D0 00 00 x440
steering_wheel_mode_source_5x_done,49.908,1,0x5CF,seat/climate secondary candidate,373,2,3F 06 00 00 00 7F 80 00,3F 07 00 00 00 7F 80 00,31,3F 07 00 00 00 7F 80 00 x365 | 3F 06 00 00 00 7F 80 00 x8
steering_wheel_mode_source_5x_done,49.908,1,0x53E,gear/reverse secondary candidate,371,2,00 08 00 00 80 05,00 08 00 00 80 0E,31,00 08 00 00 80 0E x294 | 00 08 00 00 80 05 x77
steering_wheel_mode_source_5x_done,49.908,1,0x316,EMS speed/rpm/temperature family,3676,2,05 00 00 00 00 15 00 6F,05 00 00 00 00 16 00 6F,28,05 00 00 00 00 16 00 6F x2219 | 05 00 00 00 00 15 00 6F x1457
steering_wheel_mode_source_5x_done,49.908,1,0x4E6,M-CAN generic multimedia text transport,370,2,80 80 00 00 80 80 7A 00,80 80 00 00 80 80 7A 00,26,80 80 00 00 80 80 7A 00 x369 | 80 80 00 00 80 80 79 00 x1
steering_wheel_mode_source_5x_done,49.908,1,0x111,TCU gear/reverse candidate; reverse seen DATA[4]=0x64 in R segment,3791,4,00 40 61 FF 62 00 00 B4,00 40 61 FF 62 00 00 3C,26,00 40 61 FF 62 00 00 78 x966 | 00 40 61 FF 62 00 00 F0 x961 | 00 40 61 FF 62 00 00 B4 x937 | 00 40 61 FF 62 00 00 3C x927
steering_wheel_mode_source_5x_done,49.908,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,812,1,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,22,11 00 04 00 00 00 00 20 x812
steering_wheel_mode_source_5x_done,49.908,1,0x436,PAS11 parking sensor distances; stayed zero in captured segments,758,1,00 00 00 00,00 00 00 00,22,00 00 00 00 x758
steering_wheel_mode_source_5x_done,49.908,1,0x4F4,"SPAS12 parking display/status on C-CAN; also Android Auto text on M-CAN, bus matters",737,1,00 00 C0 00 00 00 00 01,00 00 C0 00 00 00 00 01,22,00 00 C0 00 00 00 00 01 x737
steering_wheel_mode_source_5x_done,49.908,1,0x490,M-CAN USB media text transport / Music USB spam candidate,729,1,01 00 10 20 00 00 00,01 00 10 20 00 00 00,22,01 00 10 20 00 00 00 x729
steering_wheel_mode_source_5x_done,49.908,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,376,1,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,22,03 00 41 00 C0 00 00 01 x376
steering_wheel_mode_source_5x_done,49.908,1,0x4E5,driver seat heat C-CAN candidate,373,1,80 00 00 0B 49 D0 00 00,80 00 00 0B 49 D0 00 00,22,80 00 00 0B 49 D0 00 00 x373
steering_wheel_mute_5x_done,39.180,1,0x5CF,seat/climate secondary candidate,257,2,3F 07 00 00 00 7F 80 00,3F 08 00 00 00 7F 80 00,31,3F 08 00 00 00 7F 80 00 x190 | 3F 07 00 00 00 7F 80 00 x67
steering_wheel_mute_5x_done,39.180,1,0x4E6,M-CAN generic multimedia text transport,278,2,80 80 00 00 80 80 7A 00,80 80 00 00 80 80 7A 00,26,80 80 00 00 80 80 7A 00 x263 | 80 80 00 00 80 80 79 00 x15
steering_wheel_mute_5x_done,39.180,1,0x111,TCU gear/reverse candidate; reverse seen DATA[4]=0x64 in R segment,2767,4,00 40 61 FF 62 00 00 F0,00 40 61 FF 62 00 00 3C,26,00 40 61 FF 62 00 00 F0 x714 | 00 40 61 FF 62 00 00 B4 x696 | 00 40 61 FF 62 00 00 78 x692 | 00 40 61 FF 62 00 00 3C x665
steering_wheel_mute_5x_done,39.180,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,605,1,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,22,11 00 04 00 00 00 00 20 x605
steering_wheel_mute_5x_done,39.180,1,0x436,PAS11 parking sensor distances; stayed zero in captured segments,555,1,00 00 00 00,00 00 00 00,22,00 00 00 00 x555
steering_wheel_mute_5x_done,39.180,1,0x4F4,"SPAS12 parking display/status on C-CAN; also Android Auto text on M-CAN, bus matters",542,1,00 00 C0 00 00 00 00 01,00 00 C0 00 00 00 00 01,22,00 00 C0 00 00 00 00 01 x542
steering_wheel_mute_5x_done,39.180,1,0x490,M-CAN USB media text transport / Music USB spam candidate,521,1,01 00 10 20 00 00 00,01 00 10 20 00 00 00,22,01 00 10 20 00 00 00 x521
steering_wheel_mute_5x_done,39.180,1,0x4E5,driver seat heat C-CAN candidate,286,1,80 00 00 0B 49 D0 00 00,80 00 00 0B 49 D0 00 00,22,80 00 00 0B 49 D0 00 00 x286
steering_wheel_mute_5x_done,39.180,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,277,1,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,22,03 00 41 00 C0 00 00 01 x277
steering_wheel_mute_5x_done,39.180,1,0x53E,gear/reverse secondary candidate,264,1,00 08 00 00 80 0E,00 08 00 00 80 0E,22,00 08 00 00 80 0E x264
steering_wheel_call2_end2_done,70.047,1,0x4E6,M-CAN generic multimedia text transport,579,2,80 80 00 00 80 80 7A 00,80 80 00 00 80 80 79 00,31,80 80 00 00 80 80 79 00 x505 | 80 80 00 00 80 80 7A 00 x74
steering_wheel_call2_end2_done,70.047,1,0x5CF,seat/climate secondary candidate,556,2,3F 08 00 00 00 7F 80 00,3F 09 00 00 00 7F 80 00,31,3F 08 00 00 00 7F 80 00 x321 | 3F 09 00 00 00 7F 80 00 x235
steering_wheel_call2_end2_done,70.047,1,0x111,TCU gear/reverse candidate; reverse seen DATA[4]=0x64 in R segment,5825,4,00 40 61 FF 62 00 00 3C,00 40 61 FF 62 00 00 B4,26,00 40 61 FF 62 00 00 78 x1469 | 00 40 61 FF 62 00 00 F0 x1461 | 00 40 61 FF 62 00 00 3C x1448 | 00 40 61 FF 62 00 00 B4 x1447
steering_wheel_call2_end2_done,70.047,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,1206,1,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,22,11 00 04 00 00 00 00 20 x1206
steering_wheel_call2_end2_done,70.047,1,0x436,PAS11 parking sensor distances; stayed zero in captured segments,1166,1,00 00 00 00,00 00 00 00,22,00 00 00 00 x1166
steering_wheel_call2_end2_done,70.047,1,0x4F4,"SPAS12 parking display/status on C-CAN; also Android Auto text on M-CAN, bus matters",1165,1,00 00 C0 00 00 00 00 01,00 00 C0 00 00 00 00 01,22,00 00 C0 00 00 00 00 01 x1165
steering_wheel_call2_end2_done,70.047,1,0x490,M-CAN USB media text transport / Music USB spam candidate,1130,1,01 00 10 20 00 00 00,01 00 10 20 00 00 00,22,01 00 10 20 00 00 00 x1130
steering_wheel_call2_end2_done,70.047,1,0x4E5,driver seat heat C-CAN candidate,583,1,80 00 00 0B 49 D0 00 00,80 00 00 0B 49 D0 00 00,22,80 00 00 0B 49 D0 00 00 x583
steering_wheel_call2_end2_done,70.047,1,0x53E,gear/reverse secondary candidate,578,1,00 08 00 00 80 0E,00 08 00 00 80 0E,22,00 08 00 00 80 0E x578
steering_wheel_call2_end2_done,70.047,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,564,1,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,22,03 00 41 00 C0 00 00 01 x564
steering_wheel_microphone_5x_done,39.229,1,0x111,TCU gear/reverse candidate; reverse seen DATA[4]=0x64 in R segment,2782,4,00 40 61 FF 62 00 00 F0,00 40 61 FF 62 00 00 3C,26,00 40 61 FF 62 00 00 B4 x707 | 00 40 61 FF 62 00 00 3C x699 | 00 40 61 FF 62 00 00 F0 x688 | 00 40 61 FF 62 00 00 78 x688
steering_wheel_microphone_5x_done,39.229,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,588,1,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,22,11 00 04 00 00 00 00 20 x588
steering_wheel_microphone_5x_done,39.229,1,0x4F4,"SPAS12 parking display/status on C-CAN; also Android Auto text on M-CAN, bus matters",536,1,00 00 C0 00 00 00 00 01,00 00 C0 00 00 00 00 01,22,00 00 C0 00 00 00 00 01 x536
steering_wheel_microphone_5x_done,39.229,1,0x490,M-CAN USB media text transport / Music USB spam candidate,525,1,01 00 10 20 00 00 00,01 00 10 20 00 00 00,22,01 00 10 20 00 00 00 x525
steering_wheel_microphone_5x_done,39.229,1,0x436,PAS11 parking sensor distances; stayed zero in captured segments,516,1,00 00 00 00,00 00 00 00,22,00 00 00 00 x516
steering_wheel_microphone_5x_done,39.229,1,0x4E5,driver seat heat C-CAN candidate,269,1,80 00 00 0B 49 D0 00 00,80 00 00 0B 49 D0 00 00,22,80 00 00 0B 49 D0 00 00 x269
steering_wheel_microphone_5x_done,39.229,1,0x4E6,M-CAN generic multimedia text transport,268,1,80 80 00 00 80 80 79 00,80 80 00 00 80 80 79 00,22,80 80 00 00 80 80 79 00 x268
steering_wheel_microphone_5x_done,39.229,1,0x5CF,seat/climate secondary candidate,251,1,3F 09 00 00 00 7F 80 00,3F 09 00 00 00 7F 80 00,22,3F 09 00 00 00 7F 80 00 x251
steering_wheel_microphone_5x_done,39.229,1,0x53E,gear/reverse secondary candidate,250,1,00 08 00 00 80 0E,00 08 00 00 80 0E,22,00 08 00 00 80 0E x250
steering_wheel_microphone_5x_done,39.229,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,241,1,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,22,03 00 41 00 C0 00 00 01 x241
climate_panel_common_button_5x_2repeats_done,91.816,1,0x5CF,seat/climate secondary candidate,710,2,3F 09 00 00 00 7F 80 00,3F 0A 00 00 00 7F 80 00,31,3F 0A 00 00 00 7F 80 00 x528 | 3F 09 00 00 00 7F 80 00 x182
climate_panel_common_button_5x_2repeats_done,91.816,1,0x043,DATC C-CAN display/status; also TMU_GW on M-CAN depending bus,131,2,00 00 00 02 03 00 00 30,00 00 00 02 03 00 00 30,26,00 00 00 02 03 00 00 30 x101 | 00 00 04 02 03 00 00 30 x30
climate_panel_common_button_5x_2repeats_done,91.816,0,0x132,DATC mode display M-CAN,130,2,90 00 00 14 00 00 00 03,90 00 00 14 00 00 00 03,26,90 00 00 14 00 00 00 03 x100 | 90 00 10 14 00 00 00 03 x30
climate_panel_common_button_5x_2repeats_done,91.816,1,0x111,TCU gear/reverse candidate; reverse seen DATA[4]=0x64 in R segment,7426,4,00 40 61 FF 62 00 00 F0,00 40 61 FF 62 00 00 B4,26,00 40 61 FF 62 00 00 3C x1893 | 00 40 61 FF 62 00 00 B4 x1880 | 00 40 61 FF 62 00 00 F0 x1834 | 00 40 61 FF 62 00 00 78 x1819
climate_panel_common_button_5x_2repeats_done,91.816,1,0x436,PAS11 parking sensor distances; stayed zero in captured segments,1433,1,00 00 00 00,00 00 00 00,22,00 00 00 00 x1433
climate_panel_common_button_5x_2repeats_done,91.816,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,1428,1,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,22,11 00 04 00 00 00 00 20 x1428
climate_panel_common_button_5x_2repeats_done,91.816,1,0x4F4,"SPAS12 parking display/status on C-CAN; also Android Auto text on M-CAN, bus matters",1413,1,00 00 C0 00 00 00 00 01,00 00 C0 00 00 00 00 01,22,00 00 C0 00 00 00 00 01 x1413
climate_panel_common_button_5x_2repeats_done,91.816,1,0x490,M-CAN USB media text transport / Music USB spam candidate,1402,1,01 00 10 20 00 00 00,01 00 10 20 00 00 00,22,01 00 10 20 00 00 00 x1402
climate_panel_common_button_5x_2repeats_done,91.816,1,0x4E5,driver seat heat C-CAN candidate,719,1,80 00 00 0B 49 D0 00 00,80 00 00 0B 49 D0 00 00,22,80 00 00 0B 49 D0 00 00 x719
climate_panel_common_button_5x_2repeats_done,91.816,1,0x4E6,M-CAN generic multimedia text transport,719,1,80 80 00 00 80 80 79 00,80 80 00 00 80 80 79 00,22,80 80 00 00 80 80 79 00 x719
climate_panel_common_button_5x_2repeats_done,91.816,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,710,1,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,22,03 00 41 00 C0 00 00 01 x710
climate_panel_common_button_5x_2repeats_done,91.816,1,0x53E,gear/reverse secondary candidate,686,1,00 08 00 00 80 0E,00 08 00 00 80 0E,22,00 08 00 00 80 0E x686
climate_off_button_5x_done,55.741,1,0x4E6,M-CAN generic multimedia text transport,370,2,80 80 00 00 80 80 79 00,80 80 00 00 80 80 7A 00,31,80 80 00 00 80 80 7A 00 x196 | 80 80 00 00 80 80 79 00 x174
climate_off_button_5x_done,55.741,0,0x131,DATC temp display M-CAN,43,2,10 00 FF 00 10 00 FF 00,00 00 FF 00 00 00 FF 00,31,00 00 FF 00 00 00 FF 00 x22 | 10 00 FF 00 10 00 FF 00 x21
climate_off_button_5x_done,55.741,1,0x042,DATC temperature display C-CAN,41,2,10 FF 10 FF 00 00 00 00,00 FF 00 FF 00 00 00 00,31,10 FF 10 FF 00 00 00 00 x21 | 00 FF 00 FF 00 00 00 00 x20
climate_off_button_5x_done,55.741,1,0x043,DATC C-CAN display/status; also TMU_GW on M-CAN depending bus,68,3,00 00 00 02 03 00 00 30,00 00 00 04 03 00 00 00,30,00 00 00 04 03 00 00 00 x31 | 00 00 00 02 03 00 00 30 x22 | 00 01 00 04 03 00 00 00 x15
climate_off_button_5x_done,55.741,0,0x132,DATC mode display M-CAN,61,3,90 00 00 14 00 00 00 03,90 00 00 28 00 00 00 00,30,90 00 00 28 00 00 00 00 x30 | 90 00 00 14 00 00 00 03 x16 | 90 10 00 28 00 00 00 00 x15
climate_off_button_5x_done,55.741,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,770,1,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,22,11 00 04 00 00 00 00 20 x770
climate_off_button_5x_done,55.741,1,0x4F4,"SPAS12 parking display/status on C-CAN; also Android Auto text on M-CAN, bus matters",747,1,00 00 C0 00 00 00 00 01,00 00 C0 00 00 00 00 01,22,00 00 C0 00 00 00 00 01 x747
climate_off_button_5x_done,55.741,1,0x436,PAS11 parking sensor distances; stayed zero in captured segments,709,1,00 00 00 00,00 00 00 00,22,00 00 00 00 x709
climate_off_button_5x_done,55.741,1,0x490,M-CAN USB media text transport / Music USB spam candidate,695,1,01 00 10 20 00 00 00,01 00 10 20 00 00 00,22,01 00 10 20 00 00 00 x695
climate_off_button_5x_done,55.741,1,0x4E5,driver seat heat C-CAN candidate,375,1,80 00 00 0B 49 D0 00 00,80 00 00 0B 49 D0 00 00,22,80 00 00 0B 49 D0 00 00 x375
climate_off_button_5x_done,55.741,1,0x5CF,seat/climate secondary candidate,368,1,3F 0A 00 00 00 7F 80 00,3F 0A 00 00 00 7F 80 00,22,3F 0A 00 00 00 7F 80 00 x368
climate_off_button_5x_done,55.741,1,0x53E,gear/reverse secondary candidate,361,1,00 08 00 00 80 0E,00 08 00 00 80 0E,22,00 08 00 00 80 0E x361
climate_off_button_5x_done,55.741,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,355,1,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,22,03 00 41 00 C0 00 00 01 x355
driver_seat_ventilation_levels_1_2_3_off_3cycles_done,81.541,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,1275,1,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,22,11 00 04 00 00 00 00 20 x1275
driver_seat_ventilation_levels_1_2_3_off_3cycles_done,81.541,1,0x436,PAS11 parking sensor distances; stayed zero in captured segments,1223,1,00 00 00 00,00 00 00 00,22,00 00 00 00 x1223
driver_seat_ventilation_levels_1_2_3_off_3cycles_done,81.541,1,0x4F4,"SPAS12 parking display/status on C-CAN; also Android Auto text on M-CAN, bus matters",1197,1,00 00 C0 00 00 00 00 01,00 00 C0 00 00 00 00 01,22,00 00 C0 00 00 00 00 01 x1197
driver_seat_ventilation_levels_1_2_3_off_3cycles_done,81.541,1,0x490,M-CAN USB media text transport / Music USB spam candidate,1174,1,01 00 10 20 00 00 00,01 00 10 20 00 00 00,22,01 00 10 20 00 00 00 x1174
driver_seat_ventilation_levels_1_2_3_off_3cycles_done,81.541,1,0x4E5,driver seat heat C-CAN candidate,596,1,80 00 00 0B 49 D0 00 00,80 00 00 0B 49 D0 00 00,22,80 00 00 0B 49 D0 00 00 x596
driver_seat_ventilation_levels_1_2_3_off_3cycles_done,81.541,1,0x4E6,M-CAN generic multimedia text transport,596,1,80 80 00 00 80 80 7A 00,80 80 00 00 80 80 7A 00,22,80 80 00 00 80 80 7A 00 x596
driver_seat_ventilation_levels_1_2_3_off_3cycles_done,81.541,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,582,1,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,22,03 00 41 00 C0 00 00 01 x582
driver_seat_ventilation_levels_1_2_3_off_3cycles_done,81.541,1,0x53E,gear/reverse secondary candidate,576,1,00 08 00 00 80 0E,00 08 00 00 80 0E,22,00 08 00 00 80 0E x576
driver_seat_ventilation_levels_1_2_3_off_3cycles_done,81.541,1,0x5CF,seat/climate secondary candidate,559,1,3F 0A 00 00 00 7F 80 00,3F 0A 00 00 00 7F 80 00,22,3F 0A 00 00 00 7F 80 00 x559
